book_id,title,author_id,first_publish_year
OL8818280W,The essential baking cookbook,OL3015116A,1998.0
OL8818281W,The Essential Baking Cookbook (Essential Cookbooks Series),OL3015116A,2003.0
OL6617787W,Baking,OL1779104A,1997.0
OL6553114W,Bembelman's Bakery,OL1755501A,1978.0
OL6358120W,"Moi, Nicolas Stohrer, pâtissier du Roi, rue Montorgueil, au pied de Saint-Eustache, à Paris",OL1666133A,1999.0
OL7394484W,Wörterbuch der Bäckerei,OL2217783A,1964.0
OL7369809W,Baking handbook,OL2193899A,1962.0
OL7392690W,Khlebopekarnoe proizvodstvo,OL2216156A,1963.0
OL7289793W,The student's technology of breadmaking and flour confectionery,OL2136498A,1969.0
OL7217708W,Whole grains and honey,OL2076838A,1973.0
OL7331341W,Wiener Süssspeisen,OL2161668A,1968.0
OL7349775W,High speed oven design and baking studies,OL2177324A,1960.0
OL7264108W,Yours for the baking,OL2117744A,1967.0
OL7286008W,The Robin Hood Canadian flour cook book,OL2134341A,1967.0
OL7294945W,Investigation of the relation between isopropanol-soluble proteins of different classes of wheat and the baking qualities of their flours,OL2139488A,1968.0
OL7209717W,Homestyle baking,OL2071828A,1973.0
OL7243005W,Aim for a job in the bakery industry,OL2100112A,1967.0
OL7243006W,Your future in the bakery industry,OL2100112A,1971.0
OL7220215W,The new whole art of confectionary,OL2079112A,1833.0
OL7168383W,Gebak uit de oven,OL2047377A,1965.0
OL7157517W,The best of Swedish cooking & baking,OL2041697A,1966.0
OL7157518W,Swedish baking at its best,OL2041697A,1962.0
OL7185178W,An introduction to the physics and chemistry of baking,OL2058072A,1968.0
OL7185184W,Physics and Chemistry of Baking,OL2058072A,1980.0
OL6812182W,Baking basics and beyond,OL1864150A,2006.0
OL6576205W,Pigalee Pink and other stories,OL1763806A,1979.0
OL6330201W,Farm Journal's Country Fair Cookbook Prize-Winning Recipes,OL1654980A,1984.0
OL6144395W,Jakost pekárenských a cukrárenských výrobků,OL1572834A,1981.0
OL5846106W,Artisan Baking Across America,OL1434380A,2000.0
OL5894477W,Principles of breadmaking,OL1454139A,2005.0
OL5895716W,The complete make it now--bake it later!,OL1454644A,1982.0
OL7770248W,Handbook for bakers,OL2436711A,1925.0
OL7645206W,Bakers weekly recipes,OL2348424A,1940.0
OL7653998W,New favorite honey recipes,OL2353161A,1947.0
OL7681000W,A treatise on the art of baking,OL2368666A,1828.0
OL7800675W,A romance with baking,OL2465825A,2000.0
OL7687870W,Conversion factors and technical data of the industry,OL2372757A,1945.0
OL7792710W,Easy baking,OL2458229A,1931.0
OL779695W,Muffins,OL64822A,1995.0
OL7775322W,Any one can bake,OL2441570A,1927.0
OL7699282W,The baking industry,OL2380176A,1946.0
OL7698499W,Der bäcker ..,OL2379623A,1943.0
OL7690715W,First principles of the science of baking,OL2374634A,1923.0
OL8549244W,Fix It Quick Favorite Brand Name Baking,OL2864928A,2005.0
OL8549292W,Nestle Classic Recipes,OL2864928A,2003.0
OL8549293W,Old Fashioned Bake Sale (Digest Comb-Bound Cookbooks),OL2864928A,2003.0
OL8549388W,Digest 3 in 1 Grilling Foil Beer,OL2864951A,2007.0
OL8322897W,Ivy Bake Shoppe Cookbook,OL2766092A,2007.0
OL8431908W,Cookies to Share Sb,OL2812577A,1997.0
OL8312018W,The Buttercup Bake Shop Cookbook,OL2762200A,2001.0
OL8933752W,Windmills in My Oven,OL3088761A,2002.0
OL8933756W,La Varenne's Cookery,OL3088764A,2006.0
OL8900125W,Leslie Mackie's Macrina Bakery & Cafe cookbook,OL3066338A,2003.0
OL8900380W,Simple Treats,OL3066502A,2003.0
OL8900398W,Gluten-Free French Desserts and Baked Goods,OL3066516A,2006.0
OL8952991W,The bake sale cookbook,OL3101665A,2005.0
OL8886529W,Cookies From Hawaii's Kitchen,OL3057925A,2006.0
OL8940551W,Baking with Love,OL2684663A,2006.0
OL8906355W,Retro Baking,OL3070643A,2005.0
OL8942031W,Muffins,OL3094157A,2001.0
OL8641829W,"Taste of Home Baking Book, The",OL2911990A,2007.0
OL8641829W,"Taste of Home Baking Book, The",OL3007575A,2007.0
OL8635883W,Best-Ever Breads - Fleischmann's Yeast,OL2908078A,1993.0
OL8856787W,Remembering Grandma,OL3040129A,2003.0
OL9005535W,Cakes Of The World,OL3134190A,2006.0
OL8962084W,Handbook of Baking Science and Engineering (Food Preservation Technology),OL3108388A,2008.0
OL8892355W,Beyond Low Fat Baking,OL3061876A,2000.0
OL8877849W,Scottish Home Baking,OL3052748A,1993.0
OL8868838W,Muffins and Small Cakes (Fresh from the Oven),OL3047707A,1997.0
OL8913895W,What If Your Mom Made Raisin Buns,OL3075479A,2005.0
OL8867412W,Breakfast Bakes Delicious Sweet and Savory,OL3046889A,
OL8855331W,The Official Hodgson Mill whole grain baking companion,OL3039122A,2007.0
OL8871408W,Making Christmas Dough,OL3049353A,1988.0
OL8907793W,High Altitude Baking,OL3071782A,2005.0
OL8329036W,Better Homes and Gardens Treasury of Baking Recipes,OL2770289A,1978.0
OL8443070W,Farmhouse Kitchen Baking Book Uk,OL2814848A,1988.0
OL8475669W,Cakes and Biscuits,OL2829266A,1996.0
OL8719624W,Baking Book,OL2956920A,2005.0
OL8719742W,Cakes and Bakes,OL2956996A,2006.0
OL8719744W,Home Baking,OL2956997A,2005.0
OL8669686W,Classic Essential Bread & Buns (Hawthorn Mini Series),OL6892220A,1996.0
OL8495962W,The Gluten-Free Kitchen,OL2838562A,2000.0
OL8655762W,Favourite Teatime Recipes (Favourite Recipes),OL2919716A,1992.0
OL8630289W,Cakewalk,OL2904811A,2001.0
OL8649020W,Baking and Bakeries,OL2916175A,1986.0
OL8667918W,Caking Making and Decorating,OL2925595A,
OL8632043W,Baking for Health,OL2905807A,1988.0
OL8387992W,Mad About Muffins,OL2795341A,2006.0
OL8526328W,The Family Baker,OL542987A,1999.0
OL9720381W,B.B. and the Christmas Cake,OL3711510A,2003.0
OL9600840W,Cook It in a Cup!,OL3599828A,2008.0
OL9792901W,Cookies (Lifestyle),OL3779184A,2005.0
OL9735026W,The Informed Baker,OL3726157A,1998.0
OL9803197W,The Complete Book of Baking,OL3788672A,1994.0
OL9743276W,Yi pian su pi bian hua 34 zhong dian xin,OL3734251A,2005.0
OL9636856W,Traditions of Home - Cookies & Muffins,OL3633579A,1992.0
OL9534520W,Make It Bake It3 P,OL3539194A,1901.0
OL9534522W,"Make it Now, Bake it Later!  #2",OL3539194A,1985.0
OL9499948W,The Pretzel Cookbook,OL3513015A,2008.0
OL9673951W,QUICK AND EASY CAKES (CLASSIC STEP-BY-STEP),OL3669084A,2000.0
OL9869700W,Crumb crunchers cooky book with jokes: 80 cooky recipes for kids to make,OL3852765A,1999.0
OL9836235W,Baking Projects for Children,OL3820312A,1992.0
OL9547086W,The Best Cookie Book Ever!,OL3550635A,1988.0
OL9361840W,Angel Cake's Cupcake Book,OL3402954A,2004.0
OL9821965W,Book of bread & breadmaking,OL3806275A,1981.0
OL9700819W,MCVITIES BOOK OF BETTER BAKING,OL3693567A,
OL9513861W,The Bakers Dozen,OL3522078A,2007.0
OL9750393W,A Traditional German Christmas,OL3740983A,2002.0
OL9687111W,Science of Bakery Products,OL3680619A,2007.0
OL9636521W,the bakers manual for quality baking and pastry making,OL3633271A,1987.0
OL9723656W,25 Years Baking,OL3714665A,2007.0
OL9891616W,Baking with Agave Nectar,OL3873698A,2008.0
OL8294132W,Breakfast Bakes...Delicious sweet and savory recipes for good mornings,OL2755171A,
OL8294137W,The Cookie Lover's Cookbook,OL2755171A,1998.0
OL29302113W,The Hungry Student Easy Baking,OL10831191A,2013.0
OL2940084W,The little Irish baking book,OL448368A,1996.0
OL24903681W,Specification of Joseph Green,OL7366451A,1857.0
OL24903733W,Specification of James Thompson and Frederick Altree,OL908771A,1857.0
OL24903746W,Specification of Richard Hornbuckle,OL9389029A,1854.0
OL24903758W,Specification of Henry Seymour Conway,OL518080A,1854.0
OL24903840W,Specification of William Losh,OL9389068A,1854.0
OL24903841W,Specification of Samuel Balden and John Burtenshaw,OL9389069A,1854.0
OL24982421W,Saving elbow grease makes better muffins,OL7221360A,1936.0
OL8737299W,The Baking Bible,OL2967625A,2005.0
OL8859822W,The Chocolate Snowball,OL3042405A,1999.0
OL8859840W,Wheat Montana Cookbook,OL3042421A,1999.0
OL27430275W,Cool Cakes and Cupcakes : Easy Recipes for Kids to Bake,OL3781393A,2010.0
OL27430290W,Cool Cookies and Bars : Easy Recipes for Kids to Bake,OL3781393A,2010.0
OL27422356W,Doughmakers Cookbook,OL2629933A,2005.0
OL27422356W,Doughmakers Cookbook,OL2629934A,2005.0
OL27422361W,Quick Loaves,OL64292A,2006.0
OL27349926W,Skinny Bitch Bakery,OL2843388A,2013.0
OL27360358W,Betty Crocker Fall Baking,OL10242097A,2011.0
OL27360813W,Betty Crocker Baking,OL10242097A,2012.0
OL27360837W,Pillsbury Easy Baking,OL2730616A,2012.0
OL27367952W,"Better Homes and Gardens the Ultimate Cookie Book, Second Edition",OL10244870A,2014.0
OL2744579W,Baking with Brother Boniface,OL402535A,1997.0
OL27424938W,Baking 9-1-1,OL6195428A,2008.0
OL2750327W,Bake the Best Ever Cookies! (Quick Starts for Kids!),OL403550A,2001.0
OL2756127W,A baker's tour,OL404584A,2005.0
OL2756131W,The modern baker,OL404584A,2008.0
OL2755549W,The Cupcake Cafe cookbook,OL404470A,1998.0
OL27301010W,Gluten-free vegan baking,OL7602256A,2014.0
OL27301573W,500 fabulous cakes and more,OL7723609A,2007.0
OL27294848W,Ai shang hong bei di yi bu,OL7118450A,2010.0
OL27709470W,The Williams-Sonoma baking book,OL5366355A,2009.0
OL3053626W,Messing around with baking chemistry,OL473577A,1981.0
OL30845450W,Art of the Pie,OL14060496A,2021.0
OL30411790W,Pat Roll Pull,OL3458782A,2012.0
OL3037151W,The California Culinary Academy's 30 week baking and pastry text,OL469238A,1994.0
OL29245822W,Mimi's adventures in baking chocolate chip cookies,OL10817124A,2015.0
OL2933856W,Provisioning Paris,OL447198A,1984.0
OL2932165W,A country baking treasury,OL446948A,1995.0
OL2932172W,Layer cakes and sheet cakes,OL446948A,1996.0
OL29235094W,Light bulb baking,OL10813959A,2013.0
OL29228460W,Prazdnichnai͡a vypechka,OL10811825A,2012.0
OL2977757W,Baking with Julia,OL455565A,1996.0
OL3010264W,Exotic baking,OL462487A,1995.0
OL3002324W,The allergy baker / Carol Rudoff,OL460632A,1984.0
OL29362547W,Easy Home Baking,OL2727325A,2008.0
OL29389642W,"On Cooking Update, on Baking, and Garde Manger",OL8031346A,2014.0
OL29346706W,Good Housekeeping Successful Microwave Baking,OL2779080A,1987.0
OL29424062W,Sprinkles Baking Book,OL574399A,2016.0
OL2927380W,The classic dolci of the Italian Jews,OL446172A,1999.0
OL29317214W,A taste of indulgence,OL1128769A,
OL29336130W,Combination Oven Cookbook,OL2643864A,1988.0
OL29336130W,Combination Oven Cookbook,OL3678170A,1988.0
OL29336130W,Combination Oven Cookbook,OL3023812A,1988.0
OL29336130W,Combination Oven Cookbook,OL2643882A,1988.0
OL29316079W,Xi shi xian dian,OL7587418A,2009.0
OL29386500W,Baking,OL7702396A,2015.0
OL29386500W,Baking,OL224488A,2015.0
OL29386500W,Baking,OL2655431A,2015.0
OL29556021W,Midwest Sweet Baking History,OL10926122A,2011.0
OL3066799W,Mézeskalácsosság Debrecenben,OL477140A,1986.0
OL3003042W,Healthy old-fashioned baking,OL460792A,1995.0
OL3031246W,The bread and biscuit baker's and sugar-boilers's assistant,OL467672A,1902.0
OL3031247W,"Bread, cakes, buns, and biscuits",OL467672A,1903.0
OL21132215W,Complete Gluten-Free Baker,OL6613305A,2016.0
OL21095323W,Sweetie Pie,OL6613305A,2015.0
OL21095625W,Bake Good Things,OL8072449A,2017.0
OL21141784W,Baking Problems Solved,OL8095446A,2017.0
OL21074632W,Blue Ribbon Baking from a Redneck Kitchen,OL7607742A,2014.0
OL21074632W,Blue Ribbon Baking from a Redneck Kitchen,OL34539A,2014.0
OL21062625W,Step-by-Step Practical Recipes : Sweet Treats:,OL727759A,2015.0
OL21063187W,Bluebell's Cakery,OL8056523A,2013.0
OL21063187W,Bluebell's Cakery,OL8056524A,2013.0
OL21114760W,Classic Cakes,OL432189A,2016.0
OL21114788W,Rustic Italian Bakery,OL7609169A,2015.0
OL21259233W,"Going, Going, Ganache",OL6792676A,2014.0
OL21242195W,In a Pinch,OL7653300A,2011.0
OL21179042W,Great cakes,OL1711531A,2006.0
OL21179464W,Entenmann's big book of baking,OL8110522A,2011.0
OL21191833W,Cooking with Zac,OL8115480A,2018.0
OL21086553W,Scandinavian Baking,OL7039369A,2014.0
OL21077089W,Good Housekeeping the Baker's Book of Essential Recipes,OL3563160A,2014.0
OL21153403W,Tivoli Road Baker,OL963280A,2017.0
OL21153403W,Tivoli Road Baker,OL7962785A,2017.0
OL21154189W,Crusts,OL8031807A,2018.0
OL21154189W,Crusts,OL8102101A,2018.0
OL20941551W,"Love, lies & lemon pies",OL8015603A,2014.0
OL21132982W,Cinnamon Square,OL1639871A,2016.0
OL21133142W,Baking for Beginners,OL727759A,2016.0
OL21133619W,Pie Project,OL8091156A,2016.0
OL21133619W,Pie Project,OL7969836A,2016.0
OL21104841W,No Sugar! Desserts and Baking Cookbook,OL2623884A,2015.0
OL21104841W,No Sugar! Desserts and Baking Cookbook,OL7322775A,2015.0
OL21097178W,Weekend Bakes,OL8073272A,2015.0
OL21129008W,Flapper Pie and a Blue Prairie Sky,OL7634201A,2016.0
OL21119446W,Children's Cookie and Biscuit Baking Kit,OL7506400A,2016.0
OL21029375W,Hummingbird Bakery Baking Organizer,OL8038572A,2011.0
OL1864461W,The bakery lady,OL223189A,2001.0
OL26814390W,Breads for Beginners,OL2710684A,2021.0
OL2691374W,The Big Book of Baking,OL393239A,2005.0
OL2691016W,The country fair cookbook,OL393190A,1995.0
OL2634665W,The National Trust book of tea-time recipes,OL383875A,1991.0
OL26454881W,Baking made easy,OL9968863A,1941.0
OL26454928W,"The ""Regal"" cook book",OL9968890A,
OL2645512W,Bake It to the Limit,OL385604A,1999.0
OL26200085W,Heavenly cakes,OL589508A,1993.0
OL26200085W,Heavenly cakes,OL807517A,1993.0
OL22629093W,Parṿeh,OL8581782A,2009.0
OL29094144W,Betty Crocker's Best of Baking,OL7994012A,1997.0
OL28974258W,Grandpa and grandma's sweet treat Book,OL1012470A,2008.0
OL28974258W,Grandpa and grandma's sweet treat Book,OL2871586A,2008.0
OL29061223W,Baker's Manual for Quantity Baking and Pastry Making,OL578185A,1987.0
OL29120411W,"Professional Baking, 7e WileyPLUS with Loose-Leaf Print Companion with WileyPLUS Learning Space Card Set",OL7739076A,2017.0
OL28673428W,Super Loaves and Simple Treats,OL8094753A,2018.0
OL28761852W,100 % tian ran shu guo mian bao shu,OL8554062A,2011.0
OL28942656W,High tea,OL7736299A,2011.0
OL28942839W,Home baked,OL7299922A,2010.0
OL28978345W,"Alexia Renée's - Bake Fresh- Muffins, Breads, Biscuits Etc...",OL7692505A,2008.0
OL28948593W,Great Brand Name Baking,OL10714798A,1997.0
OL28948593W,Great Brand Name Baking,OL526730A,1997.0
OL28994553W,Bake-A-Holic's 40 Favorite Recipes,OL10731382A,2010.0
OL29057040W,Technology of Baking,OL10757784A,2002.0
OL29057040W,Technology of Baking,OL10757785A,2002.0
OL28944693W,Das altböhmische Backbuch,OL10713286A,1990.0
OL28953520W,El gran libro de la repostería,OL3806273A,2008.0
OL28953520W,El gran libro de la repostería,OL589508A,2008.0
OL28953520W,El gran libro de la repostería,OL583921A,2008.0
OL28953520W,El gran libro de la repostería,OL8059402A,2008.0
OL29068154W,BSG-Cali Baking Set,OL578185A,2006.0
OL29008758W,Celebration of Gluten Free Baking,OL10736570A,2009.0
OL29008758W,Celebration of Gluten Free Baking,OL1553682A,2009.0
OL29068933W,"Professional Baking, with Method Cards",OL7739076A,2008.0
OL28969097W,Betty Crocker's Baking with Kids,OL7994012A,1995.0
OL29066783W,CIA/Baking and Pastry + Peters/Cakes to Dream on - Set,OL3244121A,2006.0
OL29066783W,CIA/Baking and Pastry + Peters/Cakes to Dream on - Set,OL576581A,2006.0
OL29075001W,"Baking at Home with the Culinary Institute of America, Revised",OL8054381A,2014.0
OL2903588W,Grigri Hace Una Tarta,OL442158A,1995.0
OL29070839W,Professional Baking 5th Edition College Version w/CD-ROM with How Baking Works 3rd Edition and Prof Baking Methods Cards Set,OL7739076A,2011.0
OL29111901W,Teatime Parties Around the World,OL7909760A,2018.0
OL29121666W,"Professional Baking, 7e + Method Cards + WileyPLUS Learning Space Registration Card",OL7739076A,2017.0
OL29062977W,Baking and Pastry,OL10758819A,2002.0
OL2914427W,The secrets of Jesuit breadmaking,OL443923A,1995.0
OL29240018W,Bushells cookbook,OL9098599A,1996.0
OL29063769W,Professional Chef's Baking Recipes,OL1707309A,1974.0
OL29063769W,Professional Chef's Baking Recipes,OL578185A,1974.0
OL29125145W,Professional Baking,OL7739076A,2016.0
OL29125723W,Advanced Art of Baking and Pastry,OL10776283A,2017.0
OL2912643W,Mishka and Plishka,OL443604A,1996.0
OL29250420W,All things nice with Jo Seagar,OL7415137A,2002.0
OL29228199W,"Instructor's manual with test item file and transparency masters, On baking",OL9707584A,2005.0
OL29091508W,Advances in Baking Technology,OL7580045A,1993.0
OL29091508W,Advances in Baking Technology,OL10765836A,1993.0
OL29091589W,Betty Crocker's Holiday Baking,OL7994012A,1997.0
OL29101395W,"Professional Baking, Seventh Edition WileyPLUS with Loose-Leaf Print Companion with WileyPLUS Learning Space Blackboard Card Set",OL7739076A,2017.0
OL2908185W,Nancy Silverton's breads from the La Brea Bakery,OL443048A,1996.0
OL29097325W,"Professional Baking, Seventh Edition WileyPLUS with Loose-Leaf Print Companion with WileyPLUS Learning Space LMS Card Set",OL7739076A,2017.0
OL29072876W,Professional Baking 5th Edition College Version w/CD-ROM Student Study Guide Prof Baking Method Cards Pkg and How Baking Works 3rd Edition Set,OL7739076A,2011.0
OL29073342W,Better Homes and Gardens Baking,OL7296710A,2013.0
OL29038006W,Baking for Special Diets,OL10749207A,2016.0
OL29038006W,Baking for Special Diets,OL2731057A,2016.0
OL29098254W,"Professional Baking, Seventh Edition with WileyPLUS Blackboard Card Set",OL7739076A,2016.0
OL29098255W,"Professional Baking, with Wileyplus Learning Space Card",OL7739076A,2016.0
OL28606080W,The birthday cake,OL1436657A,2001.0
OL28382083W,Bouchon,OL10526973A,2016.0
OL28382083W,Bouchon,OL3668184A,2016.0
OL28382083W,Bouchon,OL474897A,2016.0
OL28382083W,Bouchon,OL239246A,2016.0
OL28382083W,Bouchon,OL7506460A,2016.0
OL28215980W,Best-loved recipes,OL6846635A,2011.0
OL28787219W,Bake Like an Italian,OL7311072A,2014.0
OL28788109W,Pink Whisk Brilliant Baking Step-By-Step Cake Making,OL7298985A,2013.0
OL28768589W,Leḥem,OL395598A,2003.0
OL28758739W,The cheer-up cupcakes,OL8111426A,2013.0
OL28591622W,Perfect muffins & bakes,OL2828993A,2006.0
OL28767424W,Scrumptious cupcakes for the perfect indulgence,OL2828993A,2010.0
OL28827298W,Gifts from a Jar,OL8040476A,2014.0
OL28786128W,Bake Me I'm Yours ... Sweet Bitesize Bakes,OL7347207A,2012.0
OL28826493W,Muffin Tin Magic,OL8040476A,2016.0
OL28794333W,Home Baking,OL2624294A,2017.0
OL28789285W,Hummingbird Bakery Valentine's Day Cakes and Bakes,OL6510018A,2014.0
OL28594085W,The Baking Cookbook,OL900040A,2018.0
OL28594085W,The Baking Cookbook,OL3089587A,2018.0
OL28817410W,Flour Power,OL1824356A,1979.0
OL28757447W,Keep calm and bake,OL2622187A,2012.0
OL27985483W,Midwest Sweet Baking History,OL10926122A,2016.0
OL28036511W,Catching Fire Cookbook,OL8076099A,2013.0
OL28166912W,Volshebstvo na kukhne,OL6581109A,2014.0
OL27956388W,Cook+book,OL3159302A,2005.0
OL28001016W,Mummy and Me - Bake,OL10223890A,2015.0
OL27971076W,Brot und Herzhaftes Gebäck,OL543494A,1995.0
OL28169108W,Bai bian Madelian,OL8064482A,2016.0
OL27966787W,Giant goodies,OL8008756A,2013.0
OL27975454W,Souris cuisine pour Canard,OL442659A,2011.0
OL27827883W,Funky Series-Baking,OL10384887A,2014.0
OL27983723W,Little Course in Baking,OL10223890A,2013.0
OL28613713W,My Cook Book of Baking,OL7102635A,2012.0
OL28613713W,My Cook Book of Baking,OL10605206A,2012.0
OL28613713W,My Cook Book of Baking,OL9448682A,2012.0
OL28597967W,Basic baking,OL1401428A,2008.0
OL28598418W,1000 best-ever recipes,OL7723609A,2010.0
OL28603113W,Leith's baking bible,OL2822840A,2012.0
OL28619346W,Fairy Tale Baking,OL10607189A,2015.0
OL28618722W,Bread (Special Edition),OL3054789A,2015.0
OL28006988W,RHS Great British Village Show,OL3024328A,2017.0
OL28006988W,RHS Great British Village Show,OL2771489A,2017.0
OL28006988W,RHS Great British Village Show,OL82244A,2017.0
OL25403886W,Canadian Heritage Breads,OL3018855A,2016.0
OL25403886W,Canadian Heritage Breads,OL3666454A,2016.0
OL25403886W,Canadian Heritage Breads,OL7647424A,2016.0
OL25373253W,Baking by Hand,OL4434235A,2013.0
OL25373253W,Baking by Hand,OL2843568A,2013.0
OL25381951W,Dutch Treats,OL7662153A,2016.0
OL25365395W,Pizza and Focaccia,OL7297478A,2013.0
OL25374984W,Lick the Bowl Good,OL9597354A,2013.0
OL25693748W,Bake Yourself Happy?,OL7556670A,2015.0
OL25693748W,Bake Yourself Happy?,OL8117127A,2015.0
OL24985721W,Starch from sorghum,OL7215935A,1945.0
OL2769747W,The complete idiot's guide to baking,OL407538A,1997.0
OL27698136W,From grandma's kitchen,OL3085575A,2014.0
OL27703889W,Cheat's cakes,OL3047960A,2014.0
OL27741303W,Everyday vegan healthy desserts cookbook,OL9596612A,2014.0
OL27704718W,Sweet treats,OL9130541A,2008.0
OL27687620W,Pa you yan mei shi jian,OL7585302A,2012.0
OL27710427W,The baking bible,OL7736299A,2011.0
OL2764849W,With a spot of tea,OL406523A,1997.0
OL27822787W,Cookies,OL3457650A,2001.0
OL2764121W,The ambitious baker's batter,OL406342A,1997.0
OL27833133W,SOUTHERN LIVING Our Best Cakes & Pies,OL7499315A,2017.0
OL2755150W,Secrets of a pastry baker,OL404391A,1998.0
OL27293538W,Bread and yeast cookery,OL542526A,1978.0
OL27363838W,Irish Countrywomen's Association Book of Tea and Company,OL8250120A,2014.0
OL27353932W,Cheers to Vegan Sweets! : Drink-Inspired Vegan Desserts,OL6959678A,2013.0
OL27359152W,Hummingbird Bakery Rainy Day Treats,OL6510018A,2014.0
OL27359154W,Hummingbird Bakery Halloween and Bonfire Night Bakes,OL6510018A,2014.0
OL27359155W,Hummingbird Bakery Christmas,OL6510018A,2014.0
OL27308325W,The WI book of baking,OL3152305A,1989.0
OL27431554W,Small-Batch Baking for Chocolate Lovers,OL3282817A,2011.0
OL27431599W,Extraordinary Cakes,OL7336452A,2011.0
OL27431599W,Extraordinary Cakes,OL2882035A,2011.0
OL27363786W,Betty Crocker Birthdays,OL10242097A,2014.0
OL2714701W,Ken Haedrich's Country baking,OL397163A,1990.0
OL2737123W,A Passion for Baking,OL401199A,2007.0
OL24436798W,Baking,OL925940A,2005.0
OL24464341W,Treat Petite,OL7595924A,2014.0
OL24814814W,Bake babushka!,OL9359503A,2015.0
OL24814821W,The bake sale cookbook,OL7643448A,2011.0
OL24814823W,Baking,OL3134948A,2003.0
OL24814824W,Baking,OL11558540A,2014.0
OL24814825W,Baking,OL2828993A,2010.0
OL24814827W,Baking with vegetables,OL38705A,2015.0
OL24815063W,Beautiful baking,OL1521237A,2004.0
OL24815830W,Bread & baking,OL593971A,
OL24815830W,Bread & baking,OL593973A,
OL24824984W,The encyclopedia of baking,OL11487069A,2006.0
OL24897816W,Arm & Hammer Soda book of valuable recipes,OL9386200A,1900.0
OL24846324W,Pizza time,OL6036243A,2014.0
OL24744731W,Essential baking,OL7736299A,2011.0
OL24930136W,The new flour,OL4493145A,1946.0
OL25058229W,Super Easy Sweets,OL9085859A,2019.0
OL25058229W,Super Easy Sweets,OL9455262A,2019.0
OL24956352W,Honey specialties,OL7221360A,1936.0
OL24972567W,One fat for another,OL7215935A,1945.0
OL24431113W,500 cakes and bakes,OL2624443A,2006.0
OL27446620W,Cuisinart Bakery,OL10276113A,1924.0
OL27446898W,Old World Baking,OL6584254A,1950.0
OL27390884W,Do Wild Baking,OL2974360A,2017.0
OL2777870W,Out and About at the Bakery (Field Trips),OL409477A,2002.0
OL27798340W,Irish Granny's Pocket Bread and Baking Book,OL7410079A,2017.0
OL27825196W,Southern Living Kids Can Bake!,OL10367208A,2011.0
OL2705731W,Baking With Kids,OL395598A,2006.0
OL2705734W,Chocolate Baking,OL395598A,2003.0
OL2705739W,Country breads of the world,OL395598A,2000.0
OL2705744W,Flavored Bread,OL395598A,2000.0
OL2705750W,Irresistible Cookies & Biscotti,OL395598A,2003.0
OL2705751W,Irresistible Cookies & Biscotti (Baking),OL395598A,2000.0
OL2705752W,Linda Collister's Baking Bible,OL395598A,2004.0
OL2705753W,Linda Collister's book of baking,OL395598A,2004.0
OL2705754W,Morning Bakes,OL395598A,2000.0
OL2705755W,Muffins and Other Morning Bakes (Baking Series),OL395598A,2003.0
OL2705762W,Scrumptious Pies & Tarts,OL395598A,2000.0
OL2705763W,Scrumptious Pies & Tarts,OL395598A,2003.0
OL27103423W,Sweet Goodness : Unbelievably Delicious Gluten-Free Baking Recipes,OL2964627A,2015.0
OL27103423W,Sweet Goodness : Unbelievably Delicious Gluten-Free Baking Recipes,OL7653198A,2015.0
OL2708559W,Krystine's healthy gourmet bakery cookbook,OL396046A,1998.0
OL27076128W,Quinntessential Baking,OL860106A,2020.0
OL26864323W,Holiday Cookies,OL2710684A,2021.0
OL27737494W,High Altitude Baking,OL10354965A,2018.0
OL27737494W,High Altitude Baking,OL10354966A,2018.0
OL27711386W,Bread Without Tears,OL10346167A,1983.0
OL27964050W,Holiday cheer,OL132842A,2014.0
OL27972335W,The great Sport Relief bake off,OL10435332A,2016.0
OL2793879W,Mrs Beeton's Favourite Cakes and Puddings,OL413560A,1995.0
OL27959892W,Mian bao zhi zuo ru men,OL3505256A,2009.0
OL28030776W,Sweetness,OL7647375A,2010.0
OL27712118W,Study guide to accompany professional baking,OL216222A,2013.0
OL27702329W,Let's bake,OL10343501A,2015.0
OL27963124W,Sweet & simple gluten-free baking,OL10432318A,2014.0
OL31817615W,ha-Sefer ha-matoḳ,OL11564073A,2014.0
OL31608548W,Śameaḥ ba-miṭbaḥ metuḳim,OL9928777A,2014.0
OL31515303W,1969 Bake-off winning recipes,OL5013405A,1969.0
OL31411138W,ʻUgot ḥag,OL4995907A,1999.0
OL27304491W,Paleo bread,OL8076099A,2013.0
OL27358763W,Hummingbird Bakery Mother's and Father's Day Treats,OL6510018A,2014.0
OL27358764W,Hummingbird Bakery Easter Bakes,OL6510018A,2014.0
OL27358765W,Hummingbird Bakery Summer Afternoon Teatime Cakes,OL6510018A,2014.0
OL27358766W,Hummingbird Bakery Spring Weekend Bakes,OL6510018A,2014.0
OL27358903W,Hummingbird Bakery Bakes for Birthdays and Celebrations,OL6510018A,2014.0
OL4114027W,Unbelievable microwave desserts,OL771690A,1992.0
OL39081942W,Fleischmann's-bake-it-easy yeast book,OL11470901A,1971.0
OL39082093W,The best of Bisquick,OL27838A,1983.0
OL39082138W,Betty Crocker's Bisquick party book,OL7458779A,1957.0
OL39039755W,"""Hot From the Oven",OL12064949A,
OL39083419W,Cookies galore,OL7083610A,1956.0
OL39083462W,50 cakes for 50 occasions,OL2180017A,1934.0
OL39095714W,העוגות של פסקל,OL4994711A,2011.0
OL39035940W,Recipes for happy holidays,OL7809771A,
