book_id,title,author_id,first_publish_year,author_name
OL7917968W,Aga Baking,OL2644291A,2003.0,Amy Willcock
OL6550777W,La préparation du pain dans un village du delta égyptien (Province de Charqia),OL1754324A,1978.0,Fawzeya Rizqallah
OL7011571W,A basket of homemade breads,OL1962126A,1974.0,Ursel Norman
OL6899528W,Home bakebook of natural breads & goodies,OL1908040A,1972.0,Sandra Takako Sandler
OL6827202W,Adventures in sourdough cooking & baking,OL1870550A,1971.0,Charles D. Wilford
OL6834670W,The attic cookbook,OL1873042A,1972.0,Gertrude Wilkinson
OL696141W,Baking handbook,OL54791A,2005.0,Martha Stewart
OL6332851W,The international cookie jar cookbook,OL1655839A,1975.0,Anita Borghese
OL6222481W,Easy as Apple Pie,OL1607627A,2004.0,Caroline Barty
OL62550W,The army baker,OL18435A,1934.0,United States Department of War
OL7429869W,Concerning cake making,OL2957791A,1948.0,Helen Jerome
OL7517272W,Biscuit and cracker production,OL2292469A,1957.0,Ralph M. Bohn
OL6580606W,Creative sourdough cooking,OL1765252A,1977.0,Rose Cantrell
OL6813302W,Whole grain cookery,OL1864670A,1951.0,Stella Standard
OL6621849W,The bakers' dictionary,OL1780573A,1949.0,Albert R. Daniel
OL6621850W,Bakery materials and methods,OL1780573A,1953.0,Albert R. Daniel
OL8299869W,In the Sweet Kitchen,OL2757341A,2000.0,Regan Daley
OL8215337W,Elliot Bakes a Cake (An Elliot Moose Story),OL2733269A,1999.0,Andrea Beck
OL8165723W,Murder By the Slice,OL2725974A,2007.0,Livia J. Washburn
OL8165725W,A Peach of a Murder,OL2725974A,2006.0,Livia J. Washburn
OL8165725W,A Peach of a Murder,OL237029A,2006.0,L. J. Washburn
OL8289467W,The complete biscuit & cookie book,OL2754571A,1994.0,Elizabeth Wolf Cohen
OL8315664W,Sweet Baking,OL2763376A,1997.0,Victoria Magazine
OL8315907W,The Charms of Tea,OL2763468A,2001.0,From the Editors of Victoria Magazine
OL8255745W,The Pillsbury Healthy Baking Book,OL2747204A,1994.0,Pillsbury
OL8205631W,Pillsbury Baking,OL2730616A,2006.0,Pillsbury Editors
OL8205638W,Pillsbury Best of the Bake-Off Desserts,OL2730616A,2007.0,Pillsbury Editors
OL8205647W,Pillsbury Bake-Off Winners,OL2730616A,2006.0,Pillsbury Editors
OL8196092W,Baking,OL2727325A,2000.0,Carole Clements
OL8196112W,The cook's encyclopedia of baking,OL2727325A,2001.0,Carole Clements
OL817539W,On baking,OL68968A,1996.0,Sue Lawrence
OL817547W,Sue Lawrence's Book of Baking,OL68968A,2005.0,Sue Lawrence
OL8194190W,Better Homes and Gardens Complete Book of Baking,OL2727286A,1995.0,Better Homes and Gardens
OL8119579W,"Let's Bake Cookies, Pinocchio!/vamos A Hornear Galletas, Pinocho!",OL2703802A,1999.0,Macarena Salas
OL7482134W,"The science, raw materials, and hygiene of baking",OL2270407A,1952.0,Alexander Urie
OL5851952W,The Easy Way to Artisan Breads & Pastries,OL1436335A,2004.0,Avner Laskin
OL5826652W,Crazy about cupcakes,OL1427978A,2006.0,Krystina Castella
OL5911258W,Colonel Grunt,OL1459349A,1980.0,Jenny Partridge
OL5954998W,Thirty-one cakes,OL1477067A,2003.0,Loren Hodes
OL5954998W,Thirty-one cakes,OL2940663A,2003.0,Hachai Publishing
OL6043475W,Wacky Cakes & Kooky Cookies,OL1520763A,2001.0,Gerhard Jenne
OL6096288W,Bountiful bread,OL1550841A,1982.0,Lynn Kutner
OL16681462W,Standard Baking Co. pastries,OL7143399A,2012.0,Alison Pray
OL17501765W,The Cupcake Wedding,OL242067A,2013.0,Gillian Cross
OL17511270W,Simply Baking,OL75249A,2012.0,Sybil Kapoor
OL17535652W,A World of Cake,OL1427978A,2010.0,Krystina Castella
OL17562121W,Muffin Tin Chef 101 Savory Snacks Adorable Appetizers Enticing Entrees Delicious Desserts,OL7348888A,2012.0,Matt Kadey
OL17071717W,Sugar & Spice,OL246851A,2014.0,Linda Chapman
OL17417349W,The Diva Frosts A Cupcake,OL6510079A,2013.0,Krista Davis
OL17438077W,Italian Home Baking,OL2793717A,2011.0,Gino D'Acampo
OL17438084W,How Do Dinosaurs Eat Cookies,OL18722A,2012.0,Jane Yolen
OL17438084W,How Do Dinosaurs Eat Cookies,OL239541A,2012.0,Mark Teague
OL1706369W,Gluten-Free Baking,OL194621A,2001.0,Rebecca Reilly
OL17394686W,Sugar And Spice,OL19862A,2013.0,Lisa Papademetriou
OL17443492W,Vegan Baking Classics,OL6614882A,2010.0,Kelly Rudnicki
OL17401862W,Roxie the Baking Fairy,OL1452170A,2014.0,Daisy Meadows
OL17020676W,Baked beans and brown bread,OL7215935A,1929.0,United States. Department of Agriculture. Radio Service
OL15160448W,Froggy bakes a cake,OL19943A,2000.0,Jonathan London
OL15030432W,Betty Crocker baking basics,OL27838A,2008.0,Betty Crocker
OL15030462W,Betty Crocker's ultimate cake mix cookbook,OL27838A,2002.0,Betty Crocker
OL15032806W,Too-great Bread Bake,OL19580A,1974.0,Gail Gibbons
OL15057283W,One smart cookie,OL23981A,2010.0,Amy Krouse Rosenthal
OL15168747W,The Children's Baking Book,OL6722310A,2009.0,Denise Smart
OL15174831W,The 100 Best Vegan Baking Recipes,OL6814254A,2009.0,Kris Holechek
OL15250541W,Miss Poppy and the honey cake,OL26671A,1989.0,Elizabeth MacDonald
OL15250541W,Miss Poppy and the honey cake,OL2705755A,1989.0,Annamaria MacDonald
OL15250541W,Miss Poppy and the honey cake,OL9158330A,1989.0,Claire Smith
OL15867602W,"Baker, baker, cookie maker",OL34706A,1998.0,Linda Hayward
OL15868449W,The Little Red Barn baking book,OL2727963A,2000.0,Adriana Rabinovich
OL15840139W,The story of cake,OL1460441A,1978.0,Norah Smaridge
OL15848263W,The bread book,OL21315A,1976.0,Carolyn Meyer
OL16626586W,Flour Water Salt Yeast,OL7122327A,2012.0,Ken Forkish
OL16469347W,The farmer's wife baking cookbook,OL187415A,2007.0,Lela Nargi
OL16469487W,The Culinary Institute of America cookbook,OL6840112A,2008.0,Culinary Institute of America
OL16595733W,Taste of Home cookies,OL7008986A,2009.0,Taste of Home Books
OL16503240W,River Cottage Baking,OL6832211A,2011.0,Pam Corbin
OL16486263W,What's in your pizza?,OL6954293A,2012.0,Jaclyn Sullivan
OL1653384W,Bakers Make Many Things,OL184882A,1998.0,Carol Greene
OL17733892W,Flour,OL7390603A,2010.0,Joanne Chang
OL17815569W,The Pillsbury bake-off cookbook,OL5013405A,1990.0,Pillsbury Company
OL17815569W,The Pillsbury bake-off cookbook,OL2677510A,1990.0,Diane B. Anderson
OL17815569W,The Pillsbury bake-off cookbook,OL2677511A,1990.0,Elaine Christiansen
OL17801835W,Brotbackbuch Nr. 2,OL7402132A,2015.0,Lutz Geißler
OL17801835W,Brotbackbuch Nr. 2,OL8596984A,2015.0,Björn Hollensteiner
OL17765433W,"Cakes, One Hundred Tested Recipes",OL978249A,1907.0,Florence B. Jack
OL1807192W,"Mooki, the berry bandit",OL216762A,2001.0,Kari Smalley Gibson
OL1802612W,"Mazel tov, y'all",OL216278A,1968.0,Sara Kasdan
OL17873724W,From where I watch you,OL7414304A,2015.0,Shannon Grogan
OL18180101W,Sweet celebrations,OL2762090A,1999.0,Sylvia Weinstock
OL18180101W,Sweet celebrations,OL1603276A,1999.0,Kate Manchester
OL18238424W,Royal baker and pastry cook,OL2448317A,1911.0,Royal Baking Powder Company
OL18239246W,Holiday meals,OL3093613A,1997.0,Mayflower Culinary
OL18201199W,The bread and biscuit baker's and sugar-boiler's assistant,OL467672A,1890.0,Robert Wells
OL18181363W,The ultimate low fat baking cookbook,OL1001969A,2019.0,Linda Fraser
OL18181603W,Essentials of Southern cooking,OL225141A,2013.0,Damon Lee Fowler
OL18144053W,Duncan Hines bake it easy.,OL2927536A,1998.0,Duncan Hines (company)
OL18191249W,The complete book of baking,OL5211616A,1994.0,Monika Schumacher
OL16563983W,Baked elements,OL3119569A,2012.0,Matt Lewis
OL16466622W,Choice recipes,OL6028066A,1889.0,Eleanor Kirk
OL16506111W,Let's bake a cake,OL7062589A,2009.0,Ruth Walton
OL16553678W,Baking science & technology,OL956650A,2008.0,E. J. Pyler
OL7679902W,Home baking made easy,OL2368091A,1944.0,Virginia Roberts
OL4974273W,The Bread Tray,OL1074319A,1944.0,"De Gouy, Louis Pullig"
OL24429231W,Delicious quiches and flans,OL1324393A,1997.0,Anne Wilson
OL3461183W,From Celtic hearths,OL576626A,1991.0,Deborah Krasner
OL5591886W,"Favorite, breads from Rose Lane Farm",OL1345652A,1960.0,Ada Lou Roberts
OL1834011W,Cook-a-Doodle-Doo!,OL219602A,1999.0,Janet Stevens
OL16631246W,Wicked Sweet,OL3734242A,2012.0,Mar'ce Merrell
OL20197608W,Fairy Tale Baking,OL7611302A,2016.0,Ramla Khan
OL5850318W,The Art of Cakes,OL1435783A,2006.0,Noga Hitron
OL15044130W,Elaboración artesanal del pan,OL395598A,2002.0,Linda Collister
OL16925813W,More baking problems solved,OL2680944A,2009.0,Stanley P. Cauvain
OL15909505W,Baked explorations,OL3119569A,2010.0,Matt Lewis
OL19607066W,Baking problems solved,OL2680944A,2001.0,Stanley P. Cauvain
OL19607066W,Baking problems solved,OL815098A,2001.0,Linda Young
OL268735W,Betty Crocker's Best of Baking,OL27838A,1997.0,Betty Crocker
OL37227933W,The baker,OL4429255A,1860.0,George Read
OL1915599W,"Knead it, punch it, bake it!",OL229493A,1981.0,Judith Jones
OL16469610W,Pink Princess Cupcakes,OL5084433A,2009.0,Barbara Beery
OL27965715W,Fairy cooking,OL2733205A,2010.0,Rebecca Gilpin
OL9260210W,The Baking Book,OL3315415A,1981.0,Lloyd Moxon
OL9243427W,"The No-Salt, Lowest-Sodium Baking Book",OL3300789A,2004.0,Donald Gazzaniga
OL9296581W,Super-dupers (McGraw-Hill reading : leveled books),OL3348598A,2000.0,Amy Weingartner
OL9365475W,Floury fingers,OL3406542A,1962.0,Cecilia Hinde
OL9341286W,Bake time (Phonics bookshelf),OL3386436A,1999.0,Bonnie Raphael
OL8636737W,Bakery food manufacture and quality,OL2908671A,2000.0,Stanley P Cauvain
OL8823060W,Essential eating sprouted baking,OL3018295A,2008.0,Janie Quinn
OL8823847W,Breakfasts & Brunches,OL3018791A,1998.0,Jean Pare
OL8823862W,Decadent Desserts (Company's Coming Special Occasion),OL3018791A,2003.0,Jean Pare
OL9054382W,Christmas,OL3165583A,2002.0,Patrik Jaros
OL8903443W,Eckert Family Cook Book,OL3068705A,2001.0,The Eckert Family
OL9127166W,Yong kao xiang zuo cai =,OL3213353A,2000.0,Qiongbai Liang
OL9127167W,Yong kao xiang zuo hao cai =,OL3213353A,2005.0,Qiongbai Liang
OL8964312W,Bake It! Good Housekeeping Favorite Recipes,OL3109730A,2004.0,From the Editors of Good Housekeeping
OL8964435W,Larissa's Breadbook,OL3109775A,2003.0,Lorraine Johnson Coleman
OL8992730W,The Greyston Bakery Cookbook,OL3125888A,2007.0,Sara Kate Gillingham-Ryan
OL8803843W,"Rhodes Fresh Ideas with Frozen Dough (lay-flat binder, wipe clean pages)",OL3006347A,1998.0,Rhodes Breads
OL9009814W,"The Practical Encyclopedia of Baking Breads Muffins Cakes Pies Tarts Cookies Bars Over 400 Step-by-Step Recipes with Over 1,500 Photographs",OL3136903A,2001.0,Felicity Foster
OL8929837W,The Weekend Crafter: Making Gingerbread Houses,OL3086366A,2004.0,Veronika Gunter
OL6520517W,Baking with Yeast (Schmecks Appeal Cookbook Series),OL1741479A,1990.0,Edna Staebler
OL6498815W,Baking til hverdags og fest,OL1729613A,1977.0,Anny Bjerkebæk
OL6521680W,Mit Freude backen,OL1742159A,1974.0,Gabriele Mährlein
OL6440103W,The baker's formula and procedure manual,OL1707210A,1981.0,Lennart Erik Jansson
OL6362504W,The cookie jar,OL1668262A,1976.0,Culinary Arts Institute.
OL6362532W,Toastmaster System III oven broiler cookbook,OL1668262A,1976.0,Culinary Arts Institute.
OL6127204W,Bäuerliches Brotbacken in Westfalen,OL1564724A,1980.0,Archiv für Westfälische Volkskunde.
OL6221399W,Jake O'Shaughnessey's sourdough book,OL1607193A,1976.0,Timothy Firnstahl
OL6452975W,Good Housekeeping home baking,OL1711531A,1977.0,Good Housekeeping Institute (Great Britain)
OL6351834W,The Ideals whole grain cookbook,OL1663015A,1973.0,Aline Becker
OL8641800W,Taste of Home's Complete Guide to Baking,OL2911980A,2004.0,Julie Schnittka
OL8750294W,Cake Recipes (The Classic-Step-by-Step Series),OL2976825A,1993.0,Mary Ford
OL8750322W,A-Z of Cake Decorating,OL2976825A,1995.0,Mary Ford
OL8802829W,Mrs Batemans Low Fat Baking Butter Cookbook,OL3005452A,,Kristine Bateman
OL8811837W,How to Be A Domestic Goddess,OL3011556A,2002.0,Lawson
OL8831395W,Kitchen for Kids,OL3023752A,2004.0,Jennifer Low
OL877220W,Chef Sato's all-natural desserts,OL76910A,1998.0,"Sato, Satoru."
OL8368591W,Uprisings,OL2787380A,1986.0,Michael Arthur
OL8387421W,Country Bakehouse,OL2795208A,1988.0,Christopher Conil
OL8464464W,How to Make Cookies (Reading Roundabout),OL2824716A,2006.0,Paul Humphrey
OL8502232W,City Tavern baking & desert cookbook,OL2843187A,2003.0,Walter Staib
OL8587841W,King Arthur Flour Whole Grain Baking,OL2884305A,2006.0,King Arthur Flour
OL8587841W,King Arthur Flour Whole Grain Baking,OL7023218A,2006.0,King Arthur Flour (Firm)
OL8675062W,Uprisings,OL2929789A,1990.0,Cooperative Whole Grain Education Associ
OL9184485W,The Joy of Vegan Baking,OL3253362A,2007.0,Colleen Patrick-Goudreau
OL909692W,Bakin' Brownies,OL79866A,2000.0,Susan Devins
OL9158080W,Pillsbury Annual Recipes 2007 (Including Pillsbury Bake-Off Contest Winners),OL3234782A,2007.0,Lois Tlusty
OL9031869W,Homemade Baking,OL3150510A,2006.0,Mq Publications
OL9068330W,Let's bake,OL3173499A,1992.0,August Oetker
OL9031813W,Muffins,OL3150469A,2006.0,Linda Collister     
OL8949643W,Happy Birthday - I'm 4 (The Happy Birthday Books),OL3099557A,2001.0,Matteo Faglia
OL8818280W,The essential baking cookbook,OL3015116A,1998.0,Wendy Stephen
OL8818281W,The Essential Baking Cookbook (Essential Cookbooks Series),OL3015116A,2003.0,Wendy Stephen
OL6617787W,Baking,OL1779104A,1997.0,Michael Raffael
OL6553114W,Bembelman's Bakery,OL1755501A,1978.0,Melinda Green
OL6358120W,"Moi, Nicolas Stohrer, pâtissier du Roi, rue Montorgueil, au pied de Saint-Eustache, à Paris",OL1666133A,1999.0,Pierre Liénard
OL7394484W,Wörterbuch der Bäckerei,OL2217783A,1964.0,Otto Doose
OL7369809W,Baking handbook,OL2193899A,1962.0,United States. Supplies and Accounts (Navy Dept.)
OL7392690W,Khlebopekarnoe proizvodstvo,OL2216156A,1963.0,I. M. Roĭter
OL7289793W,The student's technology of breadmaking and flour confectionery,OL2136498A,1969.0,Wilfred J. Fance
OL7217708W,Whole grains and honey,OL2076838A,1973.0,Eugene Kowalski
OL7331341W,Wiener Süssspeisen,OL2161668A,1968.0,"Mayer, Eduard."
OL7349775W,High speed oven design and baking studies,OL2177324A,1960.0,American Gas Association. Committee on Industrial and Commercial Gas Research.
OL7264108W,Yours for the baking,OL2117744A,1967.0,Judee Disco
OL7286008W,The Robin Hood Canadian flour cook book,OL2134341A,1967.0,Robin Hood Flour Mills.
OL7294945W,Investigation of the relation between isopropanol-soluble proteins of different classes of wheat and the baking qualities of their flours,OL2139488A,1968.0,Michel Vander Stichelen Rogier
OL7209717W,Homestyle baking,OL2071828A,1973.0,Irol Whitmore Balsley
OL7243005W,Aim for a job in the bakery industry,OL2100112A,1967.0,Desmond H. O'Connell
OL7243006W,Your future in the bakery industry,OL2100112A,1971.0,Desmond H. O'Connell
OL7220215W,The new whole art of confectionary,OL2079112A,1833.0,Edward Logan Mackenzie
OL7168383W,Gebak uit de oven,OL2047377A,1965.0,Heleen A. M. Halverhout
OL7157517W,The best of Swedish cooking & baking,OL2041697A,1966.0,Marianne Grönwall Van der Tuuk
OL7157518W,Swedish baking at its best,OL2041697A,1962.0,Marianne Grönwall Van der Tuuk
OL7185178W,An introduction to the physics and chemistry of baking,OL2058072A,1968.0,K. J. Dean
OL7185184W,Physics and Chemistry of Baking,OL2058072A,1980.0,K. J. Dean
OL6812182W,Baking basics and beyond,OL1864150A,2006.0,Patricia Sinclair
OL6576205W,Pigalee Pink and other stories,OL1763806A,1979.0,Evelyn Dorio
OL6330201W,Farm Journal's Country Fair Cookbook Prize-Winning Recipes,OL1654980A,1984.0,Elise W. Manning
OL6144395W,Jakost pekárenských a cukrárenských výrobků,OL1572834A,1981.0,Jan Hampl
OL5846106W,Artisan Baking Across America,OL1434380A,2000.0,Maggie Glezer
OL5894477W,Principles of breadmaking,OL1454139A,2005.0,Piet Sluimer
OL5895716W,The complete make it now--bake it later!,OL1454644A,1982.0,Barbara Goodfellow
OL7770248W,Handbook for bakers,OL2436711A,1925.0,Albert F. Gerhard
OL7645206W,Bakers weekly recipes,OL2348424A,1940.0,Charles A. Glabau
OL7653998W,New favorite honey recipes,OL2353161A,1947.0,American Honey Institute.
OL7681000W,A treatise on the art of baking,OL2368666A,1828.0,"White, John baker, Dunbar."
OL7800675W,A romance with baking,OL2465825A,2000.0,Karol Redfern Hamper
OL7687870W,Conversion factors and technical data of the industry,OL2372757A,1945.0,"Pillsbury Mills, Inc."
OL7792710W,Easy baking,OL2458229A,1931.0,Emily Riesenberg
OL779695W,Muffins,OL64822A,1995.0,Leon Rooke
OL7775322W,Any one can bake,OL2441570A,1927.0,Royal Baking Powder Company.
OL7699282W,The baking industry,OL2380176A,1946.0,Mary Kinnavey Moore
OL7698499W,Der bäcker ..,OL2379623A,1943.0,Heinrich Hammerschmidt
OL7690715W,First principles of the science of baking,OL2374634A,1923.0,"Jago, William"
OL8549244W,Fix It Quick Favorite Brand Name Baking,OL2864928A,2005.0,Publications International
OL8549292W,Nestle Classic Recipes,OL2864928A,2003.0,Publications International
OL8549293W,Old Fashioned Bake Sale (Digest Comb-Bound Cookbooks),OL2864928A,2003.0,Publications International
OL8549388W,Digest 3 in 1 Grilling Foil Beer,OL2864951A,2007.0,Ltd. Publications International
OL8322897W,Ivy Bake Shoppe Cookbook,OL2766092A,2007.0,Martha Wolf
OL8431908W,Cookies to Share Sb,OL2812577A,1997.0,Steck-Vaughn Company
OL8312018W,The Buttercup Bake Shop Cookbook,OL2762200A,2001.0,Jennifer Appel
OL8933752W,Windmills in My Oven,OL3088761A,2002.0,Gaitri Pagrach-Chandra
OL8933756W,La Varenne's Cookery,OL3088764A,2006.0,Francois Pierre La Varenne
OL8900125W,Leslie Mackie's Macrina Bakery & Cafe cookbook,OL3066338A,2003.0,Leslie Mackie
OL8900380W,Simple Treats,OL3066502A,2003.0,Ellen Abraham
OL8900398W,Gluten-Free French Desserts and Baked Goods,OL3066516A,2006.0,Valerie Cupillard
OL8952991W,The bake sale cookbook,OL3101665A,2005.0,Cindy Baker
OL8886529W,Cookies From Hawaii's Kitchen,OL3057925A,2006.0,Muriel Miura
OL8940551W,Baking with Love,OL2684663A,2006.0,Reader's Digest
OL8906355W,Retro Baking,OL3070643A,2005.0,Maureen Fischer
OL8942031W,Muffins,OL3094157A,2001.0,Francesca Dipaolo
OL8641829W,"Taste of Home Baking Book, The",OL2911990A,2007.0,Taste of Home Editors
OL8641829W,"Taste of Home Baking Book, The",OL3007575A,2007.0,Janet Briggs
OL8635883W,Best-Ever Breads - Fleischmann's Yeast,OL2908078A,1993.0,Fleischmann's Yeast
OL8856787W,Remembering Grandma,OL3040129A,2003.0,Teresa Armas
OL9005535W,Cakes Of The World,OL3134190A,2006.0,Tamara Milstein
OL8962084W,Handbook of Baking Science and Engineering (Food Preservation Technology),OL3108388A,2008.0,Michele Marcotte
OL8892355W,Beyond Low Fat Baking,OL3061876A,2000.0,Shirleen Sando
OL8877849W,Scottish Home Baking,OL3052748A,1993.0,Judy Paterson
OL8868838W,Muffins and Small Cakes (Fresh from the Oven),OL3047707A,1997.0,B Dunleavy
OL8913895W,What If Your Mom Made Raisin Buns,OL3075479A,2005.0,Catherine Safer
OL8867412W,Breakfast Bakes Delicious Sweet and Savory,OL3046889A,,Elizabet Wolf Cohen
OL8855331W,The Official Hodgson Mill whole grain baking companion,OL3039122A,2007.0,Judith M. Fertig
OL8871408W,Making Christmas Dough,OL3049353A,1988.0,Nancy Overmyer
OL8907793W,High Altitude Baking,OL3071782A,2005.0,Colorado State University Cooperative Extension
OL8329036W,Better Homes and Gardens Treasury of Baking Recipes,OL2770289A,1978.0,Better Homes and Gardens Editors
OL8443070W,Farmhouse Kitchen Baking Book Uk,OL2814848A,1988.0,Grace Mulligan
OL8475669W,Cakes and Biscuits,OL2829266A,1996.0,Photography by Ray Joyce/Illustrated by Barbara Rodabska
OL8719624W,Baking Book,OL2956920A,2005.0,Jane Bull          
OL8719742W,Cakes and Bakes,OL2956996A,2006.0,fiona roberts
OL8719744W,Home Baking,OL2956997A,2005.0,shelly doyle
OL8669686W,Classic Essential Bread & Buns (Hawthorn Mini Series),OL6892220A,1996.0,'Confident Cooking'
OL8495962W,The Gluten-Free Kitchen,OL2838562A,2000.0,Roben Ryberg
OL8655762W,Favourite Teatime Recipes (Favourite Recipes),OL2919716A,1992.0,Carole Gregory
OL8630289W,Cakewalk,OL2904811A,2001.0,Margaret Braun
OL8649020W,Baking and Bakeries,OL2916175A,1986.0,H.G. Muller
OL8667918W,Caking Making and Decorating,OL2925595A,,Stella Hartwell
OL8632043W,Baking for Health,OL2905807A,1988.0,Linda Edwards
OL8387992W,Mad About Muffins,OL2795341A,2006.0,Diana Bonaparte
OL8526328W,The Family Baker,OL542987A,1999.0,Susan Gold Purdy
OL9720381W,B.B. and the Christmas Cake,OL3711510A,2003.0,Lynne Sawford
OL9600840W,Cook It in a Cup!,OL3599828A,2008.0,Julia Myall
OL9792901W,Cookies (Lifestyle),OL3779184A,2005.0,Malcolm Long
OL9735026W,The Informed Baker,OL3726157A,1998.0,Tom Newhaus
OL9803197W,The Complete Book of Baking,OL3788672A,1994.0,Heilie Plenaar
OL9743276W,Yi pian su pi bian hua 34 zhong dian xin,OL3734251A,2005.0,Beijia Lin
OL9636856W,Traditions of Home - Cookies & Muffins,OL3633579A,1992.0,Marg Ruttan
OL9534520W,Make It Bake It3 P,OL3539194A,1901.0,Barbara goodfellow
OL9534522W,"Make it Now, Bake it Later!  #2",OL3539194A,1985.0,Barbara goodfellow
OL9499948W,The Pretzel Cookbook,OL3513015A,2008.0,Priscilla Warren
OL9673951W,QUICK AND EASY CAKES (CLASSIC STEP-BY-STEP),OL3669084A,2000.0,MARY FORD
OL9869700W,Crumb crunchers cooky book with jokes: 80 cooky recipes for kids to make,OL3852765A,1999.0,Pat Rutherford
OL9836235W,Baking Projects for Children,OL3820312A,1992.0,Fran Stephens
OL9547086W,The Best Cookie Book Ever!,OL3550635A,1988.0,Vivian Whitchurch
OL9361840W,Angel Cake's Cupcake Book,OL3402954A,2004.0,Alison Saeger Panik
OL9821965W,Book of bread & breadmaking,OL3806275A,1981.0,Malcolm Holloway
OL9700819W,MCVITIES BOOK OF BETTER BAKING,OL3693567A,,NORWAK
OL9513861W,The Bakers Dozen,OL3522078A,2007.0,Arlene Wright-Correll
OL9750393W,A Traditional German Christmas,OL3740983A,2002.0,Sabine Faltenbacher-Walker
OL9687111W,Science of Bakery Products,OL3680619A,2007.0,W.P. Edwards
OL9636521W,the bakers manual for quality baking and pastry making,OL3633271A,1987.0,amendola joseph
OL9723656W,25 Years Baking,OL3714665A,2007.0,Editors of Publications International
OL9891616W,Baking with Agave Nectar,OL3873698A,2008.0,Ania Catalano
OL8294132W,Breakfast Bakes...Delicious sweet and savory recipes for good mornings,OL2755171A,,Elizabeth Wolf-Cohen
OL8294137W,The Cookie Lover's Cookbook,OL2755171A,1998.0,Elizabeth Wolf-Cohen
OL29302113W,The Hungry Student Easy Baking,OL10831191A,2013.0,Charlotte Pike (Co
OL2940084W,The little Irish baking book,OL448368A,1996.0,Ruth Isabel Ross
OL24903681W,Specification of Joseph Green,OL7366451A,1857.0,Joseph Green
OL24903733W,Specification of James Thompson and Frederick Altree,OL908771A,1857.0,James Thompson
OL24903746W,Specification of Richard Hornbuckle,OL9389029A,1854.0,Richard Hornbuckle
OL24903758W,Specification of Henry Seymour Conway,OL518080A,1854.0,Henry Seymour Conway
OL24903840W,Specification of William Losh,OL9389068A,1854.0,William Losh
OL24903841W,Specification of Samuel Balden and John Burtenshaw,OL9389069A,1854.0,Samuel Balden
OL24982421W,Saving elbow grease makes better muffins,OL7221360A,1936.0,United States. Department of Agriculture. Press Service
OL8737299W,The Baking Bible,OL2967625A,2005.0,Lou Weber
OL8859822W,The Chocolate Snowball,OL3042405A,1999.0,Letty Flatt Halloran
OL8859840W,Wheat Montana Cookbook,OL3042421A,1999.0,Wheat Montana
OL27430275W,Cool Cakes and Cupcakes : Easy Recipes for Kids to Bake,OL3781393A,2010.0,Pam Price
OL27430290W,Cool Cookies and Bars : Easy Recipes for Kids to Bake,OL3781393A,2010.0,Pam Price
OL27422356W,Doughmakers Cookbook,OL2629933A,2005.0,Bette Laplante
OL27422356W,Doughmakers Cookbook,OL2629934A,2005.0,Diane Cuvelier
OL27422361W,Quick Loaves,OL64292A,2006.0,Jean Anderson
OL27349926W,Skinny Bitch Bakery,OL2843388A,2013.0,Kim Barnouin
OL27360358W,Betty Crocker Fall Baking,OL10242097A,2011.0,"Crocker, Ed.D., Betty"
OL27360813W,Betty Crocker Baking,OL10242097A,2012.0,"Crocker, Ed.D., Betty"
OL27360837W,Pillsbury Easy Baking,OL2730616A,2012.0,Pillsbury Editors
OL27367952W,"Better Homes and Gardens the Ultimate Cookie Book, Second Edition",OL10244870A,2014.0,Better Homes Gardens
OL2744579W,Baking with Brother Boniface,OL402535A,1997.0,Boniface Brother
OL27424938W,Baking 9-1-1,OL6195428A,2008.0,Sarah Phillips
OL2750327W,Bake the Best Ever Cookies! (Quick Starts for Kids!),OL403550A,2001.0,Sarah Williamson
OL2756127W,A baker's tour,OL404584A,2005.0,Nick Malgieri
OL2756131W,The modern baker,OL404584A,2008.0,Nick Malgieri
OL2755549W,The Cupcake Cafe cookbook,OL404470A,1998.0,"Warren, Ann."
OL27301010W,Gluten-free vegan baking,OL7602256A,2014.0,"Hughes, Jane (Food writer)"
OL27301573W,500 fabulous cakes and more,OL7723609A,2007.0,Martha Day
OL27294848W,Ai shang hong bei di yi bu,OL7118450A,2010.0,Yu Bao
OL27709470W,The Williams-Sonoma baking book,OL5366355A,2009.0,Chuck Williams
OL3053626W,Messing around with baking chemistry,OL473577A,1981.0,Bernie Zubrowski
OL30845450W,Art of the Pie,OL14060496A,2021.0,Patrick Moore
OL30411790W,Pat Roll Pull,OL3458782A,2012.0,Robin Heald
OL3037151W,The California Culinary Academy's 30 week baking and pastry text,OL469238A,1994.0,"Parks, Robert J. chef."
OL29245822W,Mimi's adventures in baking chocolate chip cookies,OL10817124A,2015.0,Alyssa Gangeri
OL2933856W,Provisioning Paris,OL447198A,1984.0,Steven L. Kaplan
OL2932165W,A country baking treasury,OL446948A,1995.0,Lisa Yockelson
OL2932172W,Layer cakes and sheet cakes,OL446948A,1996.0,Lisa Yockelson
OL29235094W,Light bulb baking,OL10813959A,2013.0,Todd Coopee
OL29228460W,Prazdnichnai͡a vypechka,OL10811825A,2012.0,Irina Chadeeva
OL2977757W,Baking with Julia,OL455565A,1996.0,Dorie Greenspan
OL3010264W,Exotic baking,OL462487A,1995.0,Fondano Matrullo
OL3002324W,The allergy baker / Carol Rudoff,OL460632A,1984.0,Carol Rudoff
