author_id,name
OL1729613A,Anny Bjerkebæk
OL1742159A,Gabriele Mährlein
OL1707210A,Lennart Erik Jansson
OL1564724A,Archiv für Westfälische Volkskunde.
OL1607193A,Timothy Firnstahl
OL1711531A,Good Housekeeping Institute (Great Britain)
OL1663015A,Aline Becker
OL2911980A,Julie Schnittka
OL3005452A,Kristine Bateman
OL3011556A,Lawson
OL3023752A,Jennifer Low
OL76910A,"Sato, Satoru."
OL2787380A,Michael Arthur
OL2795208A,Christopher Conil
OL2824716A,Paul Humphrey
OL2843187A,Walter Staib
OL2929789A,Cooperative Whole Grain Education Associ
OL3253362A,Colleen Patrick-Goudreau
OL79866A,Susan Devins
OL3234782A,Lois Tlusty
OL3150510A,Mq Publications
OL3173499A,August Oetker
OL3150469A,Linda Collister     
OL3099557A,Matteo Faglia
OL3015116A,Wendy Stephen
OL1779104A,Michael Raffael
OL1755501A,Melinda Green
OL1666133A,Pierre Liénard
OL2217783A,Otto Doose
OL2193899A,United States. Supplies and Accounts (Navy Dept.)
OL2216156A,I. M. Roĭter
OL2136498A,Wilfred J. Fance
OL2076838A,Eugene Kowalski
OL2161668A,"Mayer, Eduard."
OL2177324A,American Gas Association. Committee on Industrial and Commercial Gas Research.
OL2117744A,Judee Disco
OL2134341A,Robin Hood Flour Mills.
OL2139488A,Michel Vander Stichelen Rogier
OL2071828A,Irol Whitmore Balsley
OL2100112A,Desmond H. O'Connell
OL2079112A,Edward Logan Mackenzie
OL2047377A,Heleen A. M. Halverhout
OL2041697A,Marianne Grönwall Van der Tuuk
OL2058072A,K. J. Dean
OL1864150A,Patricia Sinclair
OL1763806A,Evelyn Dorio
OL1654980A,Elise W. Manning
OL1572834A,Jan Hampl
OL1434380A,Maggie Glezer
OL1454139A,Piet Sluimer
OL1454644A,Barbara Goodfellow
OL2436711A,Albert F. Gerhard
OL2348424A,Charles A. Glabau
OL2353161A,American Honey Institute.
OL2368666A,"White, John baker, Dunbar."
OL2465825A,Karol Redfern Hamper
OL2372757A,"Pillsbury Mills, Inc."
OL2458229A,Emily Riesenberg
OL64822A,Leon Rooke
OL2441570A,Royal Baking Powder Company.
OL2380176A,Mary Kinnavey Moore
OL2379623A,Heinrich Hammerschmidt
OL2374634A,"Jago, William"
OL2766092A,Martha Wolf
OL2812577A,Steck-Vaughn Company
OL3088761A,Gaitri Pagrach-Chandra
OL3088764A,Francois Pierre La Varenne
OL3066338A,Leslie Mackie
OL3066502A,Ellen Abraham
OL3066516A,Valerie Cupillard
OL3101665A,Cindy Baker
OL3057925A,Muriel Miura
OL2684663A,Reader's Digest
OL3070643A,Maureen Fischer
OL3094157A,Francesca Dipaolo
OL2911990A,Taste of Home Editors
OL2908078A,Fleischmann's Yeast
OL3040129A,Teresa Armas
OL3134190A,Tamara Milstein
OL3061876A,Shirleen Sando
OL3052748A,Judy Paterson
OL3047707A,B Dunleavy
OL3075479A,Catherine Safer
OL3046889A,Elizabet Wolf Cohen
OL3039122A,Judith M. Fertig
OL3049353A,Nancy Overmyer
OL3071782A,Colorado State University Cooperative Extension
OL2770289A,Better Homes and Gardens Editors
OL2814848A,Grace Mulligan
OL2829266A,Photography by Ray Joyce/Illustrated by Barbara Rodabska
OL2956920A,Jane Bull          
OL2956996A,fiona roberts
OL2956997A,shelly doyle
OL6892220A,'Confident Cooking'
OL2838562A,Roben Ryberg
OL2919716A,Carole Gregory
OL2904811A,Margaret Braun
OL2916175A,H.G. Muller
OL2925595A,Stella Hartwell
OL2905807A,Linda Edwards
OL2795341A,Diana Bonaparte
OL542987A,Susan Gold Purdy
OL3711510A,Lynne Sawford
OL3599828A,Julia Myall
OL3779184A,Malcolm Long
OL3726157A,Tom Newhaus
OL3788672A,Heilie Plenaar
OL3734251A,Beijia Lin
OL3633579A,Marg Ruttan
OL3539194A,Barbara goodfellow
OL3513015A,Priscilla Warren
OL3669084A,MARY FORD
OL3852765A,Pat Rutherford
OL3820312A,Fran Stephens
OL3550635A,Vivian Whitchurch
OL3402954A,Alison Saeger Panik
OL3806275A,Malcolm Holloway
OL3693567A,NORWAK
OL3522078A,Arlene Wright-Correll
OL3740983A,Sabine Faltenbacher-Walker
OL3680619A,W.P. Edwards
OL3633271A,amendola joseph
OL3714665A,Editors of Publications International
OL3873698A,Ania Catalano
OL2755171A,Elizabeth Wolf-Cohen
OL10831191A,Charlotte Pike (Co
OL7366451A,Joseph Green
OL908771A,James Thompson
OL9389029A,Richard Hornbuckle
OL518080A,Henry Seymour Conway
OL9389068A,William Losh
OL9389069A,Samuel Balden
OL7221360A,United States. Department of Agriculture. Press Service
OL2967625A,Lou Weber
OL3042405A,Letty Flatt Halloran
OL3042421A,Wheat Montana
OL3781393A,Pam Price
OL64292A,Jean Anderson
OL2843388A,Kim Barnouin
OL10242097A,"Crocker, Ed.D., Betty"
OL10244870A,Better Homes Gardens
OL402535A,Boniface Brother
OL6195428A,Sarah Phillips
OL403550A,Sarah Williamson
OL404470A,"Warren, Ann."
OL7602256A,"Hughes, Jane (Food writer)"
OL7118450A,Yu Bao
OL5366355A,Chuck Williams
OL473577A,Bernie Zubrowski
OL14060496A,Patrick Moore
OL3458782A,Robin Heald
OL469238A,"Parks, Robert J. chef."
OL10817124A,Alyssa Gangeri
OL447198A,Steven L. Kaplan
OL10813959A,Todd Coopee
OL10811825A,Irina Chadeeva
OL462487A,Fondano Matrullo
OL8031346A,Pearson Education Staff
OL2779080A,Felicity Jackson
OL574399A,Candace Nelson
OL446172A,Edda Servi Machlin
OL1128769A,Rosemary Wadey
OL2643864A,Janet Smith
OL3678170A,Emma Lee-Gow
OL3023812A,Emma-Lee Gow
OL7587418A,Huijun Hu
OL10926122A,Jenny Lewis
OL477140A,"Szabadfalvi, József."
OL460792A,Mary Jermanok
OL8072449A,Williams-Sonoma Editors
OL8095446A,S. P. Cauvain
OL7607742A,Francine Bryson
OL34539A,Jeff Foxworthy
OL8056523A,Karla Goodwin
OL8056524A,Kate Grewal
OL7609169A,Veronica Lavenia
OL6792676A,Jenn McKinlay
OL7653300A,Caren McSherry
OL8110522A,Kathleen Robbins
OL8115480A,Z. A. C. POSEN
OL7039369A,Trina Hahnemann
OL3563160A,Good Housekeeping Editors
OL963280A,"James, Michael"
OL7962785A,Pippa James
OL8031807A,Cider Mill Press Staff
OL8102101A,Caracciolo Elisi Barbara
OL8015603A,Katy Cannon
OL1639871A,"Barker, Paul"
OL8091156A,Pheobe Wood
OL7969836A,Kirsten Jenkins
OL2623884A,Ysanne Spevack
OL7322775A,Nicki Dowey
OL8073272A,Lorena Susak
OL7634201A,Karlynn Johnston
OL7506400A,Abigail Wheatley
OL8038572A,Rps Stationery
OL223189A,Pat Mora
OL2710684A,Publications International Ltd.
OL393239A,Carla Bardi
OL393190A,Alison Molinare Boteler
OL9968863A,Robin Hood Flour Mills Limited
OL9968890A,St. Lawrence Flour Mills Co
OL807517A,Jacqui Hine
OL8581782A,Miri Libovits' Shrusṭer
OL7994012A,Betty Crocker Editors
OL1012470A,Robert Owens
OL2871586A,Donna Owens
OL8094753A,Melissa Sharp
OL8554062A,Guosheng Chen
OL7736299A,Murdoch Books Test Kitchen
OL7299922A,The Australian Women's Weekly
OL7692505A,Anna Taylor
OL10714798A,George G. Wieser
OL526730A,Hedi Levine
OL10731382A,Frances Elizabeth Mezo
OL10757784A,A. Bent
OL10757785A,D. Thacker
OL10713286A,Adelheid Dobner
OL3806273A,Janet Illsley
OL583921A,Louise Pickford
OL8059402A,Charlotte Coleman-Smith
OL10736570A,Inge Harris
OL1553682A,Gillian Harris
OL3244121A,CIA
OL442158A,Lionel Koechlin
OL7909760A,Lorna Ables Reeves
OL10758819A,Seandine Brenneman
OL443923A,Rick Curry
OL9098599A,Veronica Cuskelly
OL1707309A,Jule Wilkinson
OL10776283A,Robert A. Chlebana
OL443604A,Sondra Gordon Langford
OL7415137A,Jo Seagar
OL9707584A,Priscilla Martel
OL7580045A,B. S. Kamel
OL10765836A,C. E. Stauffer
OL443048A,Nancy Silverton
OL10749207A,"Coppedge, Richard J., Jr."
OL1436657A,Julie Haydon
OL10526973A,Jeffrey Cerciello
OL3668184A,Susie Heller
OL474897A,Thomas Keller
OL239246A,Deborah Jones
OL7506460A,Michael Ruhlman
OL6846635A,Quaker Oats Company
OL7311072A,Catherine Fulvio
OL8111426A,Lorna Honeywell
OL2828993A,Parragon
OL8040476A,Publications International Ltd. Staff
OL900040A,Gilli Davies
OL3089587A,Huw Jones
OL1824356A,Christine Brady
OL2622187A,Varios
OL8076099A,Rockridge Rockridge Press
OL6581109A,Elena Suchkova
OL3159302A,Alain Coumont
OL10223890A,Dorling Kindersley Publishing Staff
OL8064482A,Barbara Feldman Morse
OL442659A,Shelley Harwayne
OL10384887A,Wilson Lisa
OL7102635A,Laura Tilli
OL10605206A,Jess Tilli
OL9448682A,Jessica Sécheret
OL2822840A,Susan Spaull
OL10607189A,Ramla Kahn
OL3024328A,Matthew Biggs
OL2771489A,Thane Prince
OL82244A,Alan Titchmarsh
OL3018855A,Jean Paré
OL3666454A,James Darcy
OL7647424A,Wendy Pirk
OL4434235A,Andy King
OL2843568A,Jackie King
OL7662153A,William Woys Weaver
OL7297478A,Academia Barilla
OL9597354A,Monica Holland
OL7556670A,Emma Hart
OL8117127A,Summersdale Publishers Staff
OL3047960A,Pamela Clark
OL9596612A,Karen Braden
OL9130541A,Neil Hargreaves
OL7585302A,Songlumeigui
OL406523A,Susan A. McCreary
OL3457650A,Jacqueline Osborne
OL406342A,Wendy Seese
OL7499315A,The Editors of Southern Living
OL404391A,"Greenstein, George."
OL542526A,Glynn Christian
OL8250120A,Irish Countrywomen's' Association ICA
OL6959678A,Kelly Peloza
OL3152305A,Womens Institute
OL3282817A,Debby Maugans
OL7336452A,Karen Krasne
OL2882035A,Tina Wright
OL7595924A,Fiona Pearce
OL9359503A,Céline Dupont
OL7643448A,Love Food
OL3134948A,Unknow
OL11558540A,Parragon - Love Food Editors
OL38705A,Christine McFadden
OL1521237A,Jane Middleton
OL593971A,Jillian Stewart
OL593973A,Kate Cranshaw
OL11487069A,Rebo Productions
OL9386200A,Church & Dwight Co
OL6036243A,James Locke
OL4493145A,United States. Department of Agriculture. National Agricultural Library.
OL9085859A,Natacha Arnoult
OL9455262A,Valéry Guédes
OL2624443A,Day
OL10276113A,Cuisinart Cooking Club Staff
OL6584254A,Lora Brody
OL7410079A,Fiona Biggs
OL10367208A,Southern Living Editors
OL2964627A,Patricia Green
OL7653198A,Carolyn Hemming
OL396046A,Krystine Crowell
OL860106A,Frances Quinn
OL10354965A,Patricia Kendall PH D
OL10354966A,Colorado State University Extension
OL10346167A,Donna Thacker
OL132842A,"Good Housekeeping Institute (New York, N.Y.)"
OL10435332A,Sport Relief
OL413560A,Bridget Jones
OL3505256A,Sen Wang
OL7647375A,Sarah Levy
OL10343501A,Clara Lidström
OL10432318A,Chrystal Carver
OL11564073A,Natalie Levin
OL9928777A,Abigail Wheatly
OL4995907A,Benny Saida
OL771690A,Adrienne Welch
OL11470901A,Fleischmann Company
OL7458779A,"General Mills, inc"
OL12064949A,Elinor Genung Allen
OL7083610A,Frances Lee Barton
OL2180017A,Martha Meade
OL4994711A,Pascale Perez-Rubin
OL7809771A,Jane Ashley
OL14381998A,Lacy Province
OL14366842A,Lydia Brandy
OL10820769A,Ridley Pearson
OL14333150A,Robert W. pELTON
OL3512031A,Mimi Fix
OL2712417A,Robert Pelton
OL10460949A,Janelle Dietrick
OL14389582A,Erum Karim
OL14397253A,John W. Warns
OL7614223A,Martin Chiffers
OL3504895A,Emma Marsden
OL975927A,Janet McKenzie Hill
OL14173742A,Rogers Foods Ltd
OL3001432A,Stuart Silverstein
OL2714262A,Ruth Stokes
OL14264506A,Tim Lingo
OL13245386A,Heather Demeritte
OL14255702A,Anne MULHERN
OL756803A,Sallie Y. Lapp
OL14519954A,Galit Berṭeleh
OL777427A,Printer Bowler
OL14645155A,"Peters, Jonathan (Writer on natural foods)"
OL14645193A,Irma Eliason
OL2274406A,Julia Kiene
OL14141274A,Mikhal Leṿi-Elḥalal
OL409654A,Robin Hood
OL14118419A,Ronit Panso
OL14118420A,Yitsḥaḳ Rapaporṭ
OL718903A,Phyllis Hobson
OL14172524A,Monarch Fine Foods Co
OL12071394A,El Molino Mills
OL14197019A,Volker Horchler
OL14093729A,Oetker (Firm)
OL12504501A,Anna Lee Scott
OL3409187A,Rita Martin
OL717672A,Phyllis Krasilovsky
OL6926858A,Davis & Lawrence Co
OL13287198A,National Live Stock and Meat Board
OL14173987A,Dutch Oven
OL719580A,Benjamin Darling
OL14032735A,Standard Brands Limited
OL14099834A,Helen Leṿin
OL716842A,Trevor Wilson
OL734540A,Carole Fahy
OL672932A,L. P. Pashchenko
OL13943748A,N.Y.) Continental Baking Corporation (New York
OL6665568A,Fay Lewis
OL968736A,Urbain Dubois
OL13419215A,Quenette Tante
OL13412822A,Sontheimer Foundation
OL13419495A,Wis.) Mader's (Restaurant : Milwaukee
OL1315492A,A. W. Cramer
OL13534857A,Petra Galler
OL13491098A,Daniel M. Pliska
OL671121A,R. Lotgering-Hillebrand
OL13636171A,Wendi Zelkin Rosenstein
OL13636172A,Kit Naylor
OL1126866A,Thomas Friedman
OL3010226A,Tammy Aiken
OL10783585A,Natalie Denton
OL677809A,Jennie Reekie
OL7731759A,Cathy L. Kidd
OL12272681A,Maria Gabriella Fogli
OL13285249A,Piero Serra
OL1321322A,K. A. Bibikov
OL13281942A,I. F. Mazing
OL13269595A,Fritz Dorschner
OL918518A,Elio Casati
OL13288123A,Reviva Apple
OL908349A,Karl F. Kittelberger
OL2676153A,J. White
OL13416995A,Carl Krackhart
OL1172994A,Karl Kalbe
OL2400081A,"Fritsch, J."
OL13420294A,Taylor & Wood. Co Sands
OL13420383A,Futao Takamori
OL13428926A,Dina Kadar
OL656182A,Cindy Brooks
OL13377086A,Robertshaw-Fulton Controls Company
OL13412556A,J. Baratte
OL1060349A,Wilhelm Ziehr
OL13425960A,Ḥanah Shaʾulov
OL13411893A,Pillsbury's Grand National Bake-Off (16th 1964)
OL13376727A,American Molasses Company
OL13376798A,Mary B. Welch
OL4729299A,Corning Glass Works
OL12372157A,Katherine Caldwell
OL7358707A,Calumet Baking Powder Company
OL13376961A,Jean Brodie
OL2321987A,Frieda Nietlispach
OL9282538A,Delia Greve
OL13968503A,Mundy Glasgow
OL2675501A,Carolynn Carreno
OL13384686A,L. A. Butenko
OL10602441A,Vocation Bureau of Boston
OL765604A,Maureen Egan
OL12904819A,Isabella Beeton
OL979436A,Gesine Lemcke
OL12991601A,M. Mink
OL12991602A,M. Wahlsten
OL1688347A,Brita Olsson
OL7607773A,Yossy Arefi
OL7527380A,Amy Emberling
OL7543543A,Lindsay-Jean Hard
OL12911666A,Lee Vedder
OL12911667A,Corynn Coscia
OL9570563A,E. E. Berger
OL1430209A,Linda Larsen
OL8102025A,CICO CICO Books
OL13015077A,Kate Woodson
OL3805556A,New Holland Publishers
OL1859692A,Patricia Barnes
OL3704409A,Lisa Burwell
OL12634950A,Jennifer Ziemons
OL586506A,Susan Brown Draudt
OL4587361A,Jack Mabee
OL9161788A,The Bake Off Team
OL10830985A,Anonymus
OL11453767A,Avigayil Maizliḳ
OL12881237A,Birger Lundgren
OL620408A,Judith Ferguson
OL624663A,Patricia van Rhijn
OL12100803A,Geōrgios Byras
OL12119367A,June Ranill
OL12119368A,Alice Walter
OL7306447A,Delphine de Montalier
OL12098800A,Ḥaṿah ʻAmar
OL12102550A,Giannoula Christodoulidou
OL12111324A,Malachy Sister
OL12107707A,Shlomit Handelsman
OL7615169A,Flora Shedden
OL547183A,Sister Schubert
OL7300028A,Ellen Silverman
OL590254A,I. Nicolello
OL1398322A,Cornelia Adam
OL512852A,Karen Berg Douglas
OL515139A,Eugen A. Meier
OL3730908A,Martha White Foods
OL11958254A,"Lepard, Dan;Whittington, Richard"
OL3944479A,R. P. Kengis
OL6846952A,Anahit Pʻ Tōnikean
OL6880135A,Sally Morgan
OL11658817A,John G. Ils & Co
OL513148A,Joanne Karlson
OL7605948A,Gabriela Scolik
OL6822527A,Gooseberry Patch (Firm)
OL5113135A,Harry Street
OL11758953A,L. A. Klimova
OL534890A,Jean Spangenberg
OL535881A,Peter Cross
OL534620A,Scott E. Power
OL11899285A,N. A. Samsonova
OL530718A,Evelyn Howe Fryatt
OL1038097A,J. J. Schilstra
OL742522A,Ursula Kaiser
OL6971184A,General Foods Corporation. General Foods Kitchens
OL9188386A,Lever Brothers Company
OL11694379A,Li͡ubovʹ I͡Urchenko
OL3950285A,S. Kiseleva
OL4602074A,Culinary Arts Institute
OL3432901A,Oetker
OL531179A,Colin Fletcher
OL7468571A,Lionel Vatinet
OL11912324A,Hye-yŏn Han
OL7739029A,Imagine Publishing
OL534233A,Myra Waldo
OL4753075A,United States. Agricultural Research Service. Consumer and Food Economics Research Division
OL8033482A,Penguin Books Staff
OL4426518A,Helen Scott
OL150236A,Helen McCully
OL2623370A,Antoinette Savill
OL6830719A,Nestlé
OL11680370A,Inc Sassafras Enterprises
OL11690944A,Moni Roḳaḥ-Oḥanah
OL11775839A,Parsons School of Design
OL11676174A,Pillsbury's Home Service Center
OL595593A,Sue-Ann K. Dondlinger
OL590992A,Jeanne Thielly Kelley
OL591909A,John Stewart
OL12800490A,Ronit Penso
OL2053560A,Ilse Froidl
OL13211730A,(1970) Harper & Row
OL13414267A,Frederic Houghton
OL13414268A,H. Gribbin
OL13417670A,Samuel T. Goetz
OL1301969A,Aleksandr Ivanovich Kocherga
OL13385161A,R.B. Davis Company. Domestic Science Department
OL13414703A,Maison Charles Lecat
OL386751A,Mary Berry
OL13383684A,Central Maine Power Company. Home Service Department
OL13383794A,M. P. Danilenko
OL13421372A,Ferne Bowman
OL11691782A,International Multifoods Corporation
OL4434365A,Walter T. Banfield
OL13412857A,Émile Dufour
OL13383230A,N. I. Brunnek
OL2677446A,"James Tiptree, Jr."
OL12482684A,John White
OL1250324A,S. Minwel Tibbott
OL1260770A,Adele Marks
OL1232221A,Sarah Bounds
OL1252296A,Cathy Beaham
OL1190369A,Helen Glassman
OL33889A,Kate Spohn
OL1286383A,Werner Strübin-Bentz
OL1232991A,Barbara Douglass
OL1122625A,Marcia Morton
OL26523A,Cornelia Schinharl
OL1399890A,Sebastian Dickhaut
OL1394063A,Ruth Yoles
OL1388639A,Mary Hill
OL1387632A,Megan E. Bryant
OL1429785A,Betsy R. Rosenthal
OL1390735A,Toni Teevin
OL1424706A,Rose Dunnington
OL42741A,"Ross, Anna."
OL1388196A,Alexander Stadler
OL7992850A,Marguerite Patten
OL14973429A,of New York Cooking School
OL4182065A,Tova Aran
OL2852597A,Martin Brigdale
OL15028832A,Ali Spector
OL958572A,Denise H. Service
OL958593A,Sue Brownlee
OL976993A,J. C. Leuchs
OL978633A,A. Kirkland
OL888754A,Jim Dodge
OL1082279A,Jozo Grubešić
OL1085853A,Ḥanah Goldshṭain
OL1070776A,Joyce Audy Zarins
OL1072575A,"Manning, Paul"
OL1084565A,Harry G. Brouilett
OL1006655A,Carol Cutler
OL986764A,Michele Malkin
OL1125438A,Hannelore Blohm
OL1162649A,A. B. Barrows
OL1165583A,Kelly Herman
OL1172233A,"Eupel, Joh. Christ."
OL1172841A,Josef Angerer
OL1195172A,Floss Dworkin
OL1172788A,S. Beaty-Pownall
OL1226732A,Hans E. Valentin
OL1233245A,Peyo
OL1260546A,Gina Calleja
OL1352352A,Natalie G. Sylvester
OL1395372A,Patricia Leslie
OL895887A,Hans Jürgen Hansen
OL27383A,Michael J. Rosen
OL1127951A,Carol Bowen
OL1102382A,Walter Freund
OL33431A,"Hoffman, David"
OL1172873A,Rudolf Karg
OL1172924A,Jensen Frøken
OL1172945A,C. F. Klein
OL1172947A,J. Fugger
OL1172963A,Johanna Pölzing
OL1071232A,Ceil Dyer
OL1275077A,Jean Prince
OL1274698A,Fritz Becker
OL36929A,Christian Teubner
OL1187623A,Richard Brown
OL842345A,Lyndal Power
OL832565A,Brinna B. Sands
OL4182922A,Hanokh Farber
OL15082488A,Raḥel Aharonovits
OL15082489A,Ḥayah Maṭaraso
OL15082490A,Dinah Rozenbaʾum
OL842032A,Karen Nielsen-McLellan
OL14971608A,Joy Hunter
OL9066169A,Nikos Psilakēs
OL14829537A,Alessio Pani
OL13198943A,Stefania Carta
OL14981899A,General Foods Cooking School of the Air
OL850402A,Charla Lawhon
OL884806A,Linda Haynes
OL25282A,Meredith Hooper
OL843249A,Bonnie S. Bailey
OL9085727A,Anne Gutman
OL776466A,Kenneth Power
OL14714792A,"ʻAl ha-shulḥan, Merkaz gasṭronomi be-ʻe.m. (Tel Aviv, Israel)"
OL790274A,Sonia Allison
OL14719864A,Shivesh Bhatia
OL14706996A,Alexander Urosevic
OL10584853A,Ruth Berolzheimer
OL14715940A,Hecker Products Corporation
OL2870435A,Roni Oren
OL12874239A,Marabout Flash
OL14735336A,Ḳrisṭiʼan Ṭubner
OL855837A,Claus Schünemann
OL860337A,Julius Schwarz
OL15036862A,Pascale Peretz-Rubin
OL15036860A,Rakhelʹ Shvalʹbe
OL14960528A,Rina Zhak
OL14964401A,Benot Raḥel (Jerusalem)
OL14769510A,Arne Schulerud
OL10436468A,Tamara Milstein
OL7614244A,Jayne Cross
OL716476A,Arielle Rosin
OL2865675A,Mary Woods
OL2325768A,Alice Bradley
OL14033086A,Helen Harrington Downing
OL1349298A,Lily Haxworth Wallace
OL8093822A,Great British Bake Off Team
OL717507A,Nancy Baggett
OL235466A,Ruth Glick
OL14298151A,Cheryl Jacob
OL14295620A,Loretta Gagnon
OL12058823A,Old Sturbridge Village
OL4888388A,Ronghua Liu
OL1172911A,Friedrich Jos Hampel
OL7143815A,Christopher Tan
OL8678229A,Roz Crowley
OL222389A,Susan E. Goodman
OL890446A,Myrtle Allen
OL25304A,Eileen Goudge
OL968442A,"Den Dooven, K. Camille"
OL1020715A,Federico von Berzeviczy-Pallavicini
OL1049335A,Eugene Bové
OL1060331A,Erna Horn
OL7505374A,Barbara Abdeni Massaad
OL9607721A,Raymond Yazbeck
OL1001944A,Genevieve Farrow
OL1072077A,Arnold Zabert
OL1395212A,Linda Hymes
OL1462582A,Alma Payne Ralston
OL1462680A,Gail L. Worstman
OL1437732A,Rebecca Rather
OL1399993A,Cathy Burgett
OL1425300A,Tucker Shaw
OL1556315A,"Yan, Jiayan."
OL1522176A,Jo Smith
OL1481353A,Sallianne Norelli
OL861386A,Monique Dumond
OL7544769A,Vanessa Kimbell
OL8453528A,Christiane Sprinz
OL9119525A,Ibán Yarza
OL8479994A,Cecily McAndrews
OL8546607A,Karen M. Michelsen
OL21284A,Eric A. Kimmel
OL238716A,Maida Heatter
OL7905254A,Anne Schaeffer
OL8098514A,Cider Mill Cider Mill Press
OL8356637A,Bruno Feldeisen
OL3632897A,Kate McDermott
OL7671588A,Andy Baker
OL2198929A,Howard O. Triebold
OL281269A,Joan Ellis
OL2658671A,Ann Iosa
OL8465863A,Sandra Monger
OL7117963A,Mary Tillworth
OL7519970A,Caroline Shannon-Karasik
OL7313395A,Bailey Cates
OL6957521A,Paul Knipple
OL8050083A,Angela Knipple
OL7499755A,Kyle Books
OL3800448A,Linda Venturoni
OL274919A,Sylvia Adams Hocking
OL8369242A,Jenell Parsons
OL3003136A,Gooseberry Patch
OL8144988A,Intuitive
OL8177805A,Better Homes Better Homes and Gardens
OL8346246A,Emilie Hardman
OL8346247A,Heather Cole
OL8346248A,Robin Harney
OL8284085A,Aoife Carrigy
OL397618A,Ellen Brown
OL2952003A,Phyllis Good
OL8348076A,Nadine Ingram
OL3039830A,David Diresta
OL3039831A,Joanne Foran
OL6340971A,Johannes Gründler
OL1573526A,Werner Galler
OL293163A,Nadezhda Ivanovna Ogneva
OL3513748A,Eric Lanlard
OL1427140A,Victoria Kann
OL7603169A,Liliana Battle
OL5494242A,Patricia Ann Ward
OL8175342A,Rodolphe Landemaine
OL8665740A,Li︠u︡bovʹ I︠U︡rchenko
OL4067665A,Inge Schiermann
OL302029A,"Phillips, J. B."
OL6710837A,Maggie Testa
OL978553A,Thomas Nelson
OL7778873A,Benjamin Darling
OL2757355A,Daphna Rabinovitch
OL8124524A,Liam Charles
OL7419831A,Sara Lewis
OL8138150A,Taste of Home Editorial Staff
OL8260706A,Irvin Lin
OL8265164A,Jennifer Sigler Leah Whitman-Salkin
OL8185751A,Betty Betty Crocker
OL3137202A,Jacqueline Bellafontaine
OL7444174A,Rosie Banks
OL2993587A,Barbara Beery
OL8248565A,Lisette Donado
OL7341619A,Henry Dimbleby
OL2752384A,Alison Walsh
OL8278819A,Sara Letourneau
OL6954434A,Alex Kuskowski
OL290001A,Judith Reeves-Stevens
OL8611836A,Hayley McKee
OL2169375A,United States. Dept. of the Navy. Bureau of Supplies and Accounts.
OL3245244A,America's Test Kitchen
OL2470590A,Annemarie Wildeisen
OL52074A,Lesley Mackley
OL284646A,Rose Grant
OL8267206A,Muffin Brothers Staff
OL7971739A,Lisa Nieschlag
OL8266015A,Lars Wentrup
OL4943316A,Carole Clements
OL8255380A,Cherise Pagano
OL7323783A,Paul Allam
OL8267483A,David McGuinness
OL8271874A,Sarah Rowden
OL8363074A,Angela Garbacz
OL2655350A,DK Publishing
OL8176888A,Taste of Taste of Home
OL8464978A,Victoria Combe
OL8475342A,Ysewijn
OL8638620A,Moni Roḳeaḥ-Oḥanah
OL32105A,Elspeth Campbell Murphy
OL7299961A,Natalie Oldfield
OL7951332A,Cathy Bramley
OL5629619A,Sarah Cook
OL3247244A,National Restaurant Association
OL7826746A,Gemma stafford
OL6829282A,Hershey Foods Corporation
OL7523932A,Zhirong Gan
OL3023762A,Anna Olson
OL6705803A,Ŭn-a Yi
OL7614107A,Fuguang Chen
OL7614108A,Stefanie Reeb
OL7614109A,Maiko Yoshinaga
OL6504949A,Annie Rigg
OL7803603A,Laura Weathers
OL7472696A,VV. AA.
OL254424A,"Schönfeldt, Sybil Gräfin."
OL7895731A,Maya Klein
OL7611300A,Uri Scheft
OL3310144A,Raquel Pelzel
OL232214A,Joanna M. Lund
OL7529414A,Tetsuo Hasegawa
OL7529416A,Masayuki Murayoshi
OL7527260A,Yukie
OL237114A,Gene Zion
OL8031425A,Chronicle Books Staff
OL236488A,Tish Boyle
OL5151431A,Jiaqi Chen
OL7527200A,Licen Lin
OL7527274A,Yōko Wakayama
OL7527339A,Amber Gentry
OL234469A,Sandra L. Woodruff
OL233731A,Marianna Mayer
OL7507127A,Institute For Career Research
OL7507403A,Junzhi
OL24077A,Lara Rice Bergen
OL2879003A,Rizzoli
OL3288418A,Editors of Cooking Light Magazine
OL7499326A,The Editors Of Simply Sweet
OL9050263A,I. Kalnin̦a
OL9071775A,Anne Linkert
OL6513052A,Janna Gur
OL9058368A,Dāvud Rawghanī
OL331101A,Irene Smalls
OL7593409A,Ella's Kitchen (Firm)
OL1433478A,Jennifer M. Besel
OL6930630A,Johnson & Wales University. College of Culinary Arts. Educational Task Force
OL3119811A,Kathy Knudsen
OL950073A,Cynthia Elyce Rubin
OL1004134A,Sandra Taylor
OL7569979A,Igloo Books Ltd
OL9132865A,Marian Getz
OL2926467A,Murdoch Books
OL9137841A,Reiman Publishing
OL1345027A,Catherine Cassidy
OL2912001A,Michelle Bretl
OL9137842A,Jennifer Janz
OL7600150A,Jim Wieland
OL9137843A,Christina Gaugler
OL9140573A,Louise Johncox
OL6582327A,Jean Paré
OL7417815A,Jean Pare
OL6862778A,British Diabetic Association
OL2762253A,Henry Hart
OL381329A,Bev Bennett
OL9133650A,Alison Reich
OL9133651A,Marcia Kay Stanley
OL7421216A,Valerie Ferguson
OL9131234A,Michael McCamley
OL11539023A,BRAND NAME RECIPES GLUTEN-FREE
OL9131387A,Nordic Ware
